"PROVINCE_STATE","YEAR","NATIVE","MONTH","CASES","POPULATION","INCIDENCE"
"Lower Burma",1912,"0","December",91,6241924.02276786,14.5788381383803
"Upper Burma",1912,"0","December",1,6040059.36671429,0.165561286617616
"Ajmer Merwara",1912,"0","December",0,449978.862368421,0
"Bengal",1912,"1","December",0,1565523.54397129,0
"Bihar And Orissa",1912,"1","December",0,3935653.41494643,0
"Assam",1912,"1","December",0,487199.510553571,0
"United Province Of Agra And Oudh",1912,"1","December",95,883377.364655502,107.541809198437
"Punjab",1912,"1","December",135,3832581.969311,35.2242955482749
"Jammu And Kashmir",1912,"1","December",1,3174662.10138756,0.314994153098349
"Baluchistan Agency",1912,NA,"December",0,831488.677946429,0
"Rajputana Agency",1912,"1","December",915,10814437.5231196,84.6091161046398
"Central India Agency",1912,"1","December",37,6181933.81789474,5.98518215981166
"Central Province And Berar",1912,"1","December",0,1377100.35462679,0
"Bombay Presidency",1912,"1","December",400,6932129.11571292,57.7023297349335
"Burma",1912,"1","December",0,12281983.3894821,0
"Hyderabad",1912,"1","December",845,13397679.9355024,63.0706214858023
"Mysore",1912,"1","December",400,5818476.31069378,68.7465203329676
"Bangalore Civil And Military Station",1912,"1","December",55,102664.742818182,535.724324536655
"Madras Presidency",1912,"1","December",0,468192.635454545,0
"Calcutta City",1912,"0","December",31,1019885.05051196,30.3955823104169
"Bombay City",1912,"0","December",24,1006516.74135885,23.8446108383639
"Madras City",1912,"0","December",1,223969.602889952,4.46489160625673
"Delhi",1913,"0","December",0,422264.911157895,0
"Bengal",1913,"0","December",1,45696624.4526699,0.0218834544559357
"Bihar And Orissa",1913,"0","December",4796,34390351.6411429,139.457719131383
"Assam",1913,"0","December",0,6755944.77232536,0
"United Province Of Agra And Oudh",1913,"0","December",10134,46442353.4362488,218.205996255355
"Punjab",1913,"0","December",520,19629185.5836938,26.4911652998976
"North West Frontier Province",1913,"0","December",1,2213878.90189474,0.451695889573795
"Central Province And Berar",1913,"0","December",0,13884608.9993493,0
"Madras Presidency",1913,"0","December",1494,39368587.8467368,37.9490370804305
"Coorg",1913,"0","December",0,172596.132516746,0
"Bombay Presidency",1913,"0","December",3131,16138695.3928421,194.005768358989
"Lower Burma",1913,"0","December",260,6296603.43428571,41.2921033877203
"Upper Burma",1913,"0","December",153,6159416.53942857,24.8400151249057
"Ajmer Merwara",1913,"0","December",0,449903.524210526,0
"Bengal",1913,"1","December",0,1577134.50564593,0
"Bihar And Orissa",1913,"1","December",0,3924562.23314286,0
"Assam",1913,"1","December",0,492112.793714286,0
"United Province Of Agra And Oudh",1913,"1","December",49,876293.163751196,55.9173596542087
"Punjab",1913,"1","December",97,3833833.36750239,25.3010474639361
"Jammu And Kashmir",1913,"1","December",0,3189888.2537799,0
"Baluchistan Agency",1913,NA,"December",0,827180.014285714,0
"Rajputana Agency",1913,"1","December",134,10768295.3438086,12.4439380349133
"Central India Agency",1913,"1","December",24,6215565.98736842,3.86127346226779
"Central Province And Berar",1913,"1","December",0,1384667.11739713,0
"Bombay Presidency",1913,"1","December",726,6942341.98445933,104.575660724461
"Burma",1913,"1","December",0,12456019.9737143,0
"Hyderabad",1913,"1","December",554,13356661.7511962,41.4774297889504
"Mysore",1913,"1","December",430,5829719.68688995,73.7599787116689
"Bangalore Civil And Military Station",1913,"1","December",93,104529.757090909,889.698805280092
"Madras Presidency",1913,"1","December",6,471150.247272727,12.734791151509
"Calcutta City",1913,"0","December",1,1026362.17998086,0.974314934342815
"Bombay City",1913,"0","December",8,1033262.08742584,7.7424693089537
"Madras City",1913,"0","December",1,240060.652976077,4.16561392965824
"Delhi",1914,"0","December",0,428045.099894737,0
"Bengal",1914,"0","December",0,45804764.8424019,0
"Bihar And Orissa",1914,"0","December",1780,34298949.596,51.8966330154783
"Assam",1914,"0","December",0,6842079.00999522,0
"United Province Of Agra And Oudh",1914,"0","December",3713,46243144.4193493,80.2929828112291
"Punjab",1914,"0","December",8272,19690775.8894163,420.095177887132
"North West Frontier Province",1914,"0","December",0,2220425.51573684,0
"Central Province And Berar",1914,"0","December",498,13890304.9760096,35.852344556877
"Madras Presidency",1914,"0","December",396,39444358.7398421,10.0394584333807
"Coorg",1914,"0","December",6,171347.994110048,35.0164589387986
"Bombay Presidency",1914,"0","December",1300,16110254.5711053,80.6939452298679
"Lower Burma",1914,"0","December",200,6354229.161875,31.4751002686507
"Upper Burma",1914,"0","December",88,6280615.527,14.0113655455732
"Ajmer Merwara",1914,"0","December",0,449232.155526316,0
"Bengal",1914,"1","December",0,1587098.24138756,0
"Bihar And Orissa",1914,"1","December",0,3913918.102125,0
"Assam",1914,"1","December",0,496650.308875,0
"United Province Of Agra And Oudh",1914,"1","December",16,868198.095650718,18.4289738484256
"Punjab",1914,"1","December",904,3840976.91130144,235.356790961208
"Jammu And Kashmir",1914,"1","December",24,3204270.94626794,7.49000331197121
"Baluchistan Agency",1914,NA,"December",0,822162.930625,0
"Rajputana Agency",1914,"1","December",8,10694388.4318852,0.748055866022978
"Central India Agency",1914,"1","December",356,6221799.00842105,57.2181774946704
"Central Province And Berar",1914,"1","December",0,1386701.73903828,0
"Bombay Presidency",1914,"1","December",509,6941549.5058756,73.3265677309025
"Burma",1914,"1","December",8,12634844.688875,0.633169635005012
"Hyderabad",1914,"1","December",239,13266188.5307177,18.0157246707748
"Mysore",1914,"1","December",722,5840728.65313397,123.614713656077
"Bangalore Civil And Military Station",1914,"1","December",115,106414.512454545,1080.67966809623
"Madras Presidency",1914,"1","December",0,473608.866363636,0
"Calcutta City",1914,"0","December",0,1032388.20458852,0
"Bombay City",1914,"0","December",5,1059184.6996555,4.7206119967804
"Madras City",1914,"0","December",0,265016.398985646,0
"Delhi",1915,"0","December",0,434685.518736842,0
"Bengal",1915,"0","December",4,45917075.6179139,0.0871135617016397
"Bihar And Orissa",1915,"0","December",1466,34194210.8434286,42.8727543007981
"Assam",1915,"0","December",0,6927543.30721531,0
"United Province Of Agra And Oudh",1915,"0","December",3662,46044535.6612823,79.531695724739
"Punjab",1915,"0","December",170,19775025.6002679,8.59670189239588
"North West Frontier Province",1915,"0","December",0,2225988.56884211,0
"Central Province And Berar",1915,"0","December",2355,13870467.2175694,169.785196349909
"Madras Presidency",1915,"0","December",1152,39504710.5781053,29.1610793533689
"Coorg",1915,"0","December",1,170094.102047847,5.8790986163571
"Bombay Presidency",1915,"0","December",6764,16071476.8732632,420.869846208889
"Lower Burma",1915,"0","December",85,6414814.13285714,13.2505787758719
"Upper Burma",1915,"0","December",545,6401161.33828571,85.1408004263733
"Ajmer Merwara",1915,"0","December",0,448190.926315789,0
"Bengal",1915,"1","December",0,1595897.10755981,0
"Bihar And Orissa",1915,"1","December",0,3905003.66942857,0
"Assam",1915,"1","December",0,500969.515428571,0
"United Province Of Agra And Oudh",1915,"1","December",6,859487.858717703,6.98090140441494
"Punjab",1915,"1","December",47,3853425.31743541,12.1969406769975
"Jammu And Kashmir",1915,"1","December",68,3218276.66794258,21.1293207564631
"Baluchistan Agency",1915,NA,"December",0,816823.348571429,0
"Rajputana Agency",1915,"1","December",1,10601579.7571675,0.0943255649540269
"Central India Agency",1915,"1","December",541,6206736.38105263,87.1633603855831
"Central Province And Berar",1915,"1","December",0,1384595.67027751,0
"Bombay Presidency",1915,"1","December",1575,6933555.57959809,227.15618010396
"Burma",1915,"1","December",0,12815975.4711429,0
"Hyderabad",1915,"1","December",4076,13140827.3577033,310.178338779453
"Mysore",1915,"1","December",575,5852308.73397129,98.2518226802114
"Bangalore Civil And Military Station",1915,"1","December",65,108304.478545455,600.159853710202
"Madras Presidency",1915,"1","December",0,475548.523636364,0
"Calcutta City",1915,"0","December",0,1037776.94051675,0
"Bombay City",1915,"0","December",29,1083788.23950239,26.7579947290395
"Madras City",1915,"0","December",0,296920.089645933,0
"Delhi",1916,"0","December",1,442112.223684211,2.26186915092914
"Bengal",1916,"0","December",0,46034006.4868421,0
"Bihar And Orissa",1916,"0","December",2458,34088808.7857143,72.1057756946345
"Assam",1916,"0","December",0,7012934.03289474,0
"United Province Of Agra And Oudh",1916,"0","December",6076,45855619.4736842,132.502844138588
"Punjab",1916,"0","December",109,19880668.7631579,5.48271294585395
"North West Frontier Province",1916,"0","December",8,2230793.55921053,3.58616778633303
"Central Province And Berar",1916,"0","December",6244,13834501.4342105,451.335382752543
"Madras Presidency",1916,"0","December",2568,39560062.8355263,64.913951493875
"Coorg",1916,"0","December",1,168859.243421053,5.92209215048113
"Bombay Presidency",1916,"0","December",18673,16029337.4013158,1164.9265052258
"Lower Burma",1916,"0","December",318,6478371.27455357,49.0864117728284
"Upper Burma",1916,"0","December",93,6518558.98214286,14.2669568925842
"Ajmer Merwara",1916,"0","December",31,447006.006578947,69.3502985278678
"Bengal",1916,"1","December",0,1604013.46052632,0
"Bihar And Orissa",1916,"1","December",0,3899101.58258929,0
"Assam",1916,"1","December",0,505227.872767857,0
"United Province Of Agra And Oudh",1916,"1","December",264,850558.151315789,310.38442179597
"Punjab",1916,"1","December",12,3870591.30263158,3.10030149446192
"Jammu And Kashmir",1916,"1","December",0,3232371.90789474,0
"Baluchistan Agency",1916,NA,"December",0,811547.189732143,0
"Rajputana Agency",1916,"1","December",32,10498732.2894737,3.04798704431049
"Central India Agency",1916,"1","December",678,6176481.60526316,109.771232771463
"Central Province And Berar",1916,"1","December",0,1379740.36184211,0
"Baroda",1916,"1","December",122,2077925.13157895,58.712413717859
"Bombay Presidency",1916,"1","December",1716,6922164.10526316,247.899352558727
"Burma",1916,"1","December",7,12996930.2566964,0.538588717623794
"Hyderabad",1916,"1","December",7965,12995145.3157895,612.921195296083
"Mysore",1916,"1","December",1425,5865265.45394737,242.955755573
"Bangalore Civil And Military Station",1916,"1","December",183,110185.125,1660.84124331665
"Madras Presidency",1916,"1","December",0,476949.25,0
"Calcutta City",1916,"0","December",0,1042342.20394737,0
"Bombay City",1916,"0","December",33,1106576.36842105,29.8217104049375
"Madras City",1916,"0","December",5,333854.973684211,14.976562861482
"Delhi",1917,"0","December",1,450251.270736842,2.22098207155193
"Bengal",1917,"0","December",0,46156007.156823,0
"Bihar And Orissa",1917,"0","December",6472,33995416.8251429,190.378604071515
"Assam",1917,"0","December",0,7098847.55594258,0
"United Province Of Agra And Oudh",1917,"0","December",21923,45685488.1681914,479.867916028178
"Punjab",1917,"0","December",2392,20006439.4249952,119.56150463293
"North West Frontier Province",1917,"0","December",0,2235065.98484211,0
"Central Province And Berar",1917,"0","December",4539,13791813.3361148,329.108282528326
"Madras Presidency",1917,"0","December",4749,39620834.9861053,119.861179141364
"Coorg",1917,"0","December",0,167668.205320574,0
"Bombay Presidency",1917,"0","December",23415,15990811.2572632,1464.27842986169
"Lower Burma",1917,"0","December",96,6544913.51428571,14.6678790774636
"Upper Burma",1917,"0","December",868,6630313.46742857,130.913870703708
"Ajmer Merwara",1917,"0","December",2352,445903.566315789,5274.68308772017
"Bengal",1917,"1","December",0,1611929.65665072,0
"Bihar And Orissa",1917,"1","December",0,3897494.48914286,0
"Assam",1917,"1","December",0,509582.840285714,0
"United Province Of Agra And Oudh",1917,"1","December",355,841804.671808612,421.71303140583
"Punjab",1917,"1","December",319,3891887.58361722,81.965368512395
"Jammu And Kashmir",1917,"1","December",90,3247023.15521531,27.7176957778831
"Baluchistan Agency",1917,NA,"December",2,806720.375714286,2.47917377595572
"Rajputana Agency",1917,"1","December",15469,10394708.998622,1488.16094823344
"Central India Agency",1917,"1","December",1770,6137138.18105263,288.408040976586
"Central Province And Berar",1917,"1","December",0,1373527.26445933,0
"Baroda",1917,"1","December",2579,2084905.79104306,1236.98634781467
"Bombay Presidency",1917,"1","December",4111,6911178.98250718,594.83338666316
"Burma",1917,"1","December",0,13175226.9817143,0
"Hyderabad",1917,"1","December",7927,12843709.4886124,617.189294652632
"Mysore",1917,"1","December",1089,5880404.33760766,185.191346968335
"Bangalore Civil And Military Station",1917,"1","December",126,112041.921454545,1124.57907151403
"Madras Presidency",1917,"1","December",1,477791.076363636,2.09296499970402
"Calcutta City",1917,"0","December",0,1045897.8110622,0
"Bombay City",1917,"0","December",43,1127052.74786603,38.1526065052559
"Madras City",1917,"0","December",0,373904.299827751,0
"Delhi",1918,"0","December",0,459028.715894737,0
"Bengal",1918,"0","December",1,46283527.3354928,0.0216059591299374
"Bihar And Orissa",1918,"0","December",486,33926708.364,14.3249971316315
"Assam",1918,"0","December",0,7185880.24526794,0
"United Province Of Agra And Oudh",1918,"0","December",524,45543234.0564402,11.5055509529829
"Punjab",1918,"0","December",161,20151071.632689,7.98964953004417
"North West Frontier Province",1918,"0","December",0,2239031.34373684,0
"Central Province And Berar",1918,"0","December",236,13751808.6334641,17.1613790076827
"Madras Presidency",1918,"0","December",877,39697446.5038421,22.0921010603319
"Coorg",1918,"0","December",0,166545.774837321,0
"Bombay Presidency",1918,"0","December",1000,15962873.5431053,62.6453625219578
"Lower Burma",1918,"0","December",85,6614453.779375,12.8506453949447
"Upper Burma",1918,"0","December",219,6733929.803,32.5218715381373
"Ajmer Merwara",1918,"0","December",0,445109.775526316,0
"Bengal",1918,"1","December",0,1620128.05229665,0
"Bihar And Orissa",1918,"1","December",0,3901465.036625,0
"Assam",1918,"1","December",0,514191.877375,0
"United Province Of Agra And Oudh",1918,"1","December",0,833623.118559809,0
"Punjab",1918,"1","December",19,3916726.87711962,4.85098925610373
"Jammu And Kashmir",1918,"1","December",0,3262696.89899522,0
"Baluchistan Agency",1918,NA,"December",0,802728.828125,0
"Rajputana Agency",1918,"1","December",9,10298372.8544306,0.873924466244975
"Central India Agency",1918,"1","December",23,6094809.60842105,3.7737027860922
"Central Province And Berar",1918,"1","December",0,1367347.82885646,0
"Baroda",1918,"1","December",2,2093085.59379904,0.955527096419365
"Bombay Presidency",1918,"1","December",61,6904404.11096651,8.83494057120897
"Burma",1918,"1","December",14,13348383.582375,1.04881612920424
"Hyderabad",1918,"1","December",717,12701086.9598086,56.4518613461099
"Mysore",1918,"1","December",508,5898530.90949761,86.1231394383364
"Bangalore Civil And Military Station",1918,"1","December",98,113860.337545455,860.703578723159
"Madras Presidency",1918,"1","December",0,478054.033636364,0
"Calcutta City",1918,"0","December",1,1048257.57804306,0.953964007459741
"Bombay City",1918,"0","December",6,1144721.03929187,5.24145166730894
"Madras City",1918,"0","December",17,415151.316803828,40.9489246737305
"Delhi",1919,"0","December",0,468370.615157895,0
"Bengal",1919,"0","December",4,46417016.730488,0.0861752926351401
"Bihar And Orissa",1919,"0","December",872,33895356.8045714,25.7262375206033
"Assam",1919,"0","December",0,7274628.4697799,0
"United Province Of Agra And Oudh",1919,"0","December",1075,45437949.450067,23.6586380549885
"Punjab",1919,"0","December",118,20313299.4331483,5.80900214602466
"North West Frontier Province",1919,"0","December",0,2242915.13389474,0
"Central Province And Berar",1919,"0","December",3090,13723893.0364402,225.154771448256
"Madras Presidency",1919,"0","December",920,39800316.8627368,23.1153938591216
"Coorg",1919,"0","December",0,165516.739062201,0
"Bombay Presidency",1919,"0","December",1334,15952499.3608421,83.6232598933375
"Lower Burma",1919,"0","December",144,6687004.99714286,21.5343042305975
"Upper Burma",1919,"0","December",197,6826912.99771429,28.8563806314739
"Ajmer Merwara",1919,"0","December",0,444850.804210526,0
"Bengal",1919,"1","December",0,1629091.00382775,0
"Bihar And Orissa",1919,"1","December",0,3912295.87257143,0
"Assam",1919,"1","December",0,519212.443428571,0
"United Province Of Agra And Oudh",1919,"1","December",10,826409.189933014,12.100543074564
"Punjab",1919,"1","December",77,3944521.89986603,19.5207434398108
"Jammu And Kashmir",1919,"1","December",0,3279859.62832536,0
"Baluchistan Agency",1919,NA,"December",0,799958.468571429,0
"Rajputana Agency",1919,"1","December",0,10218586.8267177,0
"Central India Agency",1919,"1","December",242,6055599.38736842,39.9630134887714
"Central Province And Berar",1919,"1","December",0,1362593.50576077,0
"Baroda",1919,"1","December",4,2103158.05366507,1.90190175818189
"Bombay Presidency",1919,"1","December",247,6905643.39027751,35.7678475473773
"Burma",1919,"1","December",37,13513917.9948571,2.73791804967892
"Hyderabad",1919,"1","December",1921,12581844.8130144,152.680312668692
"Mysore",1919,"1","December",459,5920450.69416268,77.5278815264107
"Bangalore Civil And Military Station",1919,"1","December",89,115625.842909091,769.724118421994
"Madras Presidency",1919,"1","December",0,477718.152727273,0
"Calcutta City",1919,"0","December",2,1049235.32107177,1.90615008838727
"Bombay City",1919,"0","December",2,1159084.90415311,1.72549913542469
"Madras City",1919,"0","December",0,455679.273339713,0
"Delhi",1920,"0","December",0,478203.024526316,0
"Bengal",1920,"0","December",0,46556925.049445,0
"Bihar And Orissa",1920,"0","December",1075,33914035.5491429,31.6977906814504
"Assam",1920,"0","December",0,7365688.59838756,0
"United Province Of Agra And Oudh",1920,"0","December",1796,45378726.6607081,39.5780166646918
"Punjab",1920,"0","December",37,20491856.8732823,1.8055952776169
"North West Frontier Province",1920,"0","December",0,2246942.85331579,0
"Central Province And Berar",1920,"0","December",157,13717472.2552249,11.4452573388803
"Madras Presidency",1920,"0","December",2819,39939865.5367895,70.5811089274539
"Coorg",1920,"0","December",1,164605.885086124,6.07511693446918
"Bombay Presidency",1920,"0","December",882,15966663.8124737,55.240093381997
"Lower Burma",1920,"0","December",166,6762580.09491071,24.5468442029879
"Upper Burma",1920,"0","December",125,6906768.06042857,18.0981899068207
"Ajmer Merwara",1920,"0","December",0,445352.822368421,0
"Bengal",1920,"1","December",0,1639300.86760766,0
"Bihar And Orissa",1920,"1","December",0,3931269.64451786,0
"Assam",1920,"1","December",0,524801.997839286,0
"United Province Of Agra And Oudh",1920,"1","December",6,820558.584291866,7.31209217094224
"Punjab",1920,"1","December",0,3974685.36858373,0
"Jammu And Kashmir",1920,"1","December",0,3298977.83229665,0
"Baluchistan Agency",1920,NA,"December",0,798795.218660714,0
"Rajputana Agency",1920,"1","December",91,10164213.8853014,8.95297964278342
"Central India Agency",1920,"1","December",11,6025611.01789474,1.82554100610418
"Central Province And Berar",1920,"1","December",0,1360655.74589952,0
"Baroda",1920,"1","December",1,2115816.68445933,0.47263073750434
"Bombay Presidency",1920,"1","December",307,6918700.72007656,44.3724931054111
"Burma",1920,"1","December",1,13669348.1553393,0.0731563779513068
"Hyderabad",1920,"1","December",636,12500550.131866,50.8777608417992
"Mysore",1920,"1","December",1046,5946969.21614833,175.887912309972
"Bangalore Civil And Military Station",1920,"1","December",22,117323.907181818,187.515064307451
"Madras Presidency",1920,"1","December",0,476763.464545455,0
"Calcutta City",1920,"0","December",0,1048644.85633014,0
"Bombay City",1920,"0","December",7,1169648.00390431,5.98470649001567
"Madras City",1920,"0","December",6,493571.418162679,12.1562954806723
"Delhi",1921,"0","December",0,488452,0
"Bengal",1921,"0","December",1,46703702,0.0214115788936817
"Bihar And Orissa",1921,"0","December",774,33995418,22.7677741747432
"Assam",1921,"0","December",0,7459657,0
"United Province Of Agra And Oudh",1921,"0","December",1078,45374658,23.7577548242898
"Punjab",1921,"0","December",364,20685478,17.5968860859778
"North West Frontier Province",1921,"0","December",1,2251340,0.444179910631002
"Central Province And Berar",1921,"0","December",520,13741952,37.8403301073967
"Madras Presidency",1921,"0","December",1258,40126512,31.3508435520137
"Coorg",1921,"0","December",0,163838,0
"Bombay Presidency",1921,"0","December",384,16012342,23.9815012694583
"Lower Burma",1921,"0","December",284,6841192,41.513233366349
"Upper Burma",1921,"0","December",215,6971000,30.8420599627026
"Ajmer Merwara",1921,"0","December",0,446842,0
"Bengal",1921,"1","December",0,1651240,0
"Bihar And Orissa",1921,"1","December",0,3959669,0
"Assam",1921,"1","December",0,531118,0
"United Province Of Agra And Oudh",1921,"1","December",0,816467,0
"Punjab",1921,"1","December",0,4006630,0
"Jammu And Kashmir",1921,"1","December",5,3320518,1.50578915699298
"Baluchistan Agency",1921,NA,"December",0,799625,0
"Rajputana Agency",1921,"1","December",0,10144117,0
"Central India Agency",1921,"1","December",0,6010948,0
"Central Province And Berar",1921,"1","December",0,1362926,0
"Baroda",1921,"1","December",0,2131755,0
"Bombay Presidency",1921,"1","December",26,6947380,3.7424180050609
"Burma",1921,"1","December",1,13812192,0.0723998044626081
"Hyderabad",1921,"1","December",159,12471770,12.7487918715627
"Mysore",1921,"1","December",793,5978892,132.633270512329
"Bangalore Civil And Military Station",1921,"1","December",43,118940,361.526820245502
"Madras Presidency",1921,"1","December",0,475170,0
"Calcutta City",1921,"0","December",0,1046300,0
"Bombay City",1921,"0","December",6,1175914,5.10241395204071
"Madras City",1921,"0","December",0,526911,0
"Delhi",1922,"0","December",108,499082.258368421,216.397193426729
"Bengal",1922,"0","December",0,46859264.655866,0
"Bihar And Orissa",1922,"0","December",1447,34148809.0405714,42.3733664702875
"Assam",1922,"0","December",0,7557062.33733493,0
"United Province Of Agra And Oudh",1922,"0","December",4977,45432876.5045502,109.546222535602
"Punjab",1922,"0","December",321,20893306.0418612,15.3637724617087
"North West Frontier Province",1922,"0","December",2,2256391.90842105,0.886370843883914
"Central Province And Berar",1922,"0","December",1428,13804305.5043301,103.445986438946
"Madras Presidency",1922,"0","December",1765,40368005.3300526,43.7227449206171
"Coorg",1922,"0","December",0,163231.722296651,0
"Bombay Presidency",1922,"0","December",1679,16094764.1766316,104.319639702319
"Lower Burma",1922,"0","December",274,6922800.65626786,39.5793572001704
"Upper Burma",1922,"0","December",567,7017831.62571429,80.7941868999015
"Ajmer Merwara",1922,"0","December",0,449485.686157895,0
"Bengal",1922,"1","December",0,1665281.83687081,0
"Bihar And Orissa",1922,"1","December",0,3998384.34144643,0
"Assam",1922,"1","December",0,538274.641589286,0
"United Province Of Agra And Oudh",1922,"1","December",13,814427.281449761,15.9621371927261
"Punjab",1922,"1","December",0,4039970.60089952,0
"Jammu And Kashmir",1922,"1","December",2,3344821.10824402,0.597939302365253
"Baluchistan Agency",1922,NA,"December",0,802699.908910714,0
"Rajputana Agency",1922,"1","December",0,10164951.5390383,0
"Central India Agency",1922,"1","December",154,6016307.61252632,25.5970954143639
"Central Province And Berar",1922,"1","December",0,1370448.16132057,0
"Baroda",1922,"1","December",26,2151490.7032488,12.0846443634357
"Bombay Presidency",1922,"1","December",166,6994498.53570813,23.7329379872683
"Burma",1922,"1","December",15,13940632.2819821,1.07599136800898
"Hyderabad",1922,"1","December",4295,12506230.6217608,343.428817994665
"Mysore",1922,"1","December",1041,6016809.30262201,173.015288941658
"Bangalore Civil And Military Station",1922,"1","December",37,120466.308181818,307.13981824824
"Madras Presidency",1922,"1","December",9,472951.575545455,19.0294323253291
"Calcutta City",1922,"0","December",0,1042292.93980383,0
"Bombay City",1922,"0","December",11,1177654.89811483,9.34059716272451
"Madras City",1922,"0","December",0,554238.623004785,0
"Delhi",1923,"0","December",144,510213.159578947,282.234978256609
"Bengal",1923,"0","December",1,47031399.5550622,0.0212623908593076
"Bihar And Orissa",1923,"0","December",920,34370039.4788571,26.7674990762214
"Assam",1923,"0","December",0,7658162.4483445,0
"United Province Of Agra And Oudh",1923,"0","December",2506,45552678.1108517,55.0132309213893
"Punjab",1923,"0","December",2479,21116120.9540287,117.3984561557
"North West Frontier Province",1923,"0","December",652,2262623.25894737,288.161096824987
"Central Province And Berar",1923,"0","December",1157,13901776.095311,83.2267756341041
"Madras Presidency",1923,"0","December",869,40661413.0193684,21.371613416043
"Coorg",1923,"0","December",0,162781.096076555,0
"Bombay Presidency",1923,"0","December",2302,16212181.2004211,141.991997963865
"Burma",1923,"0","December",761,14055511.0222857,54.1424640337443
"Ajmer Merwara",1923,"0","December",0,453215.946105263,0
"Bengal",1923,"1","December",0,1681364.13209569,0
"Bihar And Orissa",1923,"1","December",0,4046737.09085714,0
"Assam",1923,"1","December",0,546213.043428571,0
"United Province Of Agra And Oudh",1923,"1","December",63,814320.857148325,77.3650821380409
"Punjab",1923,"1","December",263,4075130.33829665,64.5378130678221
"Jammu And Kashmir",1923,"1","December",72,3371726.08470813,21.3540478055271
"Baluchistan Agency",1923,NA,"December",0,807736.740571429,0
"Rajputana Agency",1923,"1","December",0,10224542.4642679,0
"Central India Agency",1923,"1","December",23,6040762.24968421,3.80746651653148
"Central Province And Berar",1923,"1","December",0,1382875.89324402,0
"Baroda",1923,"1","December",1,2174838.25374163,0.459804308793807
"Bombay Presidency",1923,"1","December",238,7058927.25695694,33.7161712164463
"Burma",1923,"1","December",28,14055511.0222857,1.9921011733835
"Hyderabad",1923,"1","December",4851,12599294.6843254,385.021552518734
"Mysore",1923,"1","December",939,6060450.31035407,154.938981744599
"Bangalore Civil And Military Station",1923,"1","December",6,121921.887272727,49.2118366456927
"Madras Presidency",1923,"1","December",0,470257.149818182,0
"Calcutta City",1923,"0","December",1,1037829.34962679,0.963549547292728
"Bombay City",1923,"0","December",4,1175716.08080383,3.40218192581429
"Madras City",1923,"0","December",0,575924.313033493,0
"Delhi",1924,"0","December",56,522002.724368421,107.27913358643
"Bengal",1924,"0","December",0,47229360.6016842,0
"Bihar And Orissa",1924,"0","December",492,34651571.604,14.1984902047908
"Assam",1924,"0","December",0,7763147.46478947,0
"United Province Of Agra And Oudh",1924,"0","December",3693,45731399.4803684,80.7541435854228
"Punjab",1924,"0","December",2805,21355111.8733158,131.350283559272
"North West Frontier Province",1924,"0","December",62,2270618.56842105,27.3053347058259
"Central Province And Berar",1924,"0","December",1058,14029174.6234211,75.4142726425056
"Madras Presidency",1924,"0","December",583,41001132.1640526,14.2191195518045
"Coorg",1924,"0","December",0,162474.016842105,0
"Bombay Presidency",1924,"0","December",1019,16361099.0806316,62.2818794127529
"Burma",1924,"0","December",171,14158335.058875,12.0776912884831
"Ajmer Merwara",1924,"0","December",0,457906.024157895,0
"Bengal",1924,"1","December",0,1699315.71905263,0
"Bihar And Orissa",1924,"1","December",0,4103656.425125,0
"Assam",1924,"1","December",0,554831.058625,0
"United Province Of Agra And Oudh",1924,"1","December",17,815926.301631579,20.8352150997041
"Punjab",1924,"1","December",409,4112734.46926316,99.4472176739571
"Jammu And Kashmir",1924,"1","December",53,3400946.34478947,15.5838977234088
"Baluchistan Agency",1924,NA,"December",0,814318.464875,0
"Rajputana Agency",1924,"1","December",6,10318507.1359474,0.581479464126872
"Central India Agency",1924,"1","December",97,6081978.08452632,15.9487585538636
"Central Province And Berar",1924,"1","December",0,1399515.30168421,0
"Baroda",1924,"1","December",0,2201436.30015789,0
"Bombay Presidency",1924,"1","December",153,7138550.49952632,21.4329225534165
"Burma",1924,"1","December",6,14158335.058875,0.423778641701163
"Hyderabad",1924,"1","December",2601,12742483.9955789,204.120327002368
"Mysore",1924,"1","December",275,6109328.94189474,45.0131270742662
"Bangalore Civil And Military Station",1924,"1","December",0,123332.51,0
"Madras Presidency",1924,"1","December",0,467269.467,0
"Calcutta City",1924,"0","December",0,1034393.27489474,0
"Bombay City",1924,"0","December",3,1171211.27484211,2.56145075140643
"Madras City",1924,"0","December",0,592795.451368421,0
"Delhi",1925,"0","December",0,534608.973473684,0
"Bengal",1925,"0","December",1,47462401.6998278,0.0210693088462826
"Bihar And Orissa",1925,"0","December",351,34985867.7051429,10.0326223993697
"Assam",1925,"0","December",0,7872207.51843062,0
"United Province Of Agra And Oudh",1925,"0","December",2431,45966377.2745646,52.8864823407606
"Punjab",1925,"0","December",1050,21611467.9365359,48.585316049952
"North West Frontier Province",1925,"0","December",0,2280962.35368421,0
"Central Province And Berar",1925,"0","December",264,14181311.9391388,18.6160491450294
"Madras Presidency",1925,"0","December",216,41381559.8602105,5.21971623906062
"Coorg",1925,"0","December",0,162298.380095694,0
"Bombay Presidency",1925,"0","December",1575,16538023.8265263,95.2350786599887
"Burma",1925,"0","December",499,14250611.2297143,35.0160419055937
"Ajmer Merwara",1925,"0","December",0,463429.164631579,0
"Bengal",1925,"1","December",0,1718965.43111962,0
