"PROVINCE_STATE","YEAR","NATIVE","MONTH","CASES","POPULATION","INCIDENCE"
"Bengal",1898,"0","January",0,39104349.2667703,0
"North West Province",1898,"0","January",17,47068740.9,0.361173884725691
"Punjab",1898,"0","January",23,19742638.7640478,1.16499117847833
"Central Province",1898,"0","January",0,9080352.82295215,0
"Hyderabad",1898,"1","January",478,10908333.1538756,43.8197104229597
"Madras Presidency",1898,"0","January",0,35400945.0019474,0
"Bombay Presidency",1898,"0","January",6203,15340326.0963684,404.359070402582
"Rajputana Agency",1898,"1","January",71,10514731.5017799,6.75243109992693
"Mysore",1898,"1","January",0,5387278.71892344,0
"Baluchistan Agency",1898,NA,"January",0,796157.583928571,0
"Central India Agency",1898,"1","January",0,6317518.42447368,0
"Tehri Garhwal",1898,"1","January",0,259749.989952153,0
"Cutch",1898,"1","January",0,498110.530191388,0
"Bengal",1899,"0","January",13,40241249.803445,0.323051596645169
"Assam",1899,"0","January",0,5615625.75938756,0
"North West Province",1899,"0","January",0,47149837.6,0
"Punjab",1899,"0","January",4,19835514.8852823,0.201658491001307
"Central Province",1899,"0","January",59,9041723.7227177,6.52530444518672
"Berar",1899,"0","January",0,2740155.04241148,0
"Burma",1899,"0","January",1,10030978.9262857,0.0996911674671699
"Madras Presidency",1899,"0","January",387,35672925.5477895,10.8485635550567
"Bombay Presidency",1899,"0","January",6933,15308298.4054737,452.891615799768
"Bombay Presidency",1899,"1","January",416,6534173.96007655,63.6652777446296
"Baluchistan Agency",1899,NA,"January",0,801020.389285714,0
"Ajmer Merwara",1899,"0","January",0,430388.627368421,0
"Rajputana Agency",1899,"1","January",2,10343192.6653014,0.193363893018203
"Central India Agency",1899,"1","January",0,5951050.99789474,0
"Coorg",1899,"0","January",0,179949.638086124,0
"Mysore",1899,"1","January",3272,5441713.52114833,601.281193374827
"Hyderabad",1899,"1","January",399,10936695.451866,36.4826836182883
"Bengal",1900,"0","January",2046,41261063.3395455,49.5867007392189
"Assam",1900,"0","January",0,5667391.51963636,0
"North West Province",1900,"0","January",16,47230934.3,0.338761031030462
"Punjab",1900,"0","January",44,19903254.3256364,2.21069375289677
"Punjab",1900,"1","January",0,4033211.89090909,0
"Central Province",1900,"0","January",206,9042977.33536364,22.7801079622761
"Berar",1900,"0","January",1,2743095.90018182,0.364551600231591
"Burma",1900,"0","January",1,10269620.4437321,0.0973745821940609
"Madras Presidency",1900,"0","January",250,35958367.969,6.95248461263668
"Bombay Presidency",1900,"0","January",3695,15300322.547,241.498176829252
"Bombay Presidency",1900,"1","January",554,6473467.28254545,85.5801034931871
"Baluchistan Agency",1900,NA,"January",0,805883.194642857,0
"Ajmer Merwara",1900,"0","January",1,427605.11,2.33860629027562
"Rajputana Agency",1900,"1","January",3,10217398.1512727,0.29361682451675
"Central India Agency",1900,"1","January",0,5657020.005,0
"Coorg",1900,"0","January",0,180358.291363636,0
"Mysore",1900,"1","January",592,5492569.40318182,107.781978987295
"Hyderabad",1900,"1","January",280,11012328.7745455,25.4260479987854
"Calcutta City",1900,"0","January",263,907260.281727273,289.883736009353
"Bombay City",1900,"0","January",1718,770049.712818182,2231.02479151971
"Madras City",1900,"0","January",0,527566.889909091,0
"Bengal",1901,"0","January",9238,42149154,219.17403134592
"Assam",1901,"0","January",0,5726337,0
"United Province Of Agra And Oudh",1901,"0","January",31,47312031,0.655224460771933
"Punjab",1901,"0","January",101,19942715,5.06450601134299
"North West Frontier Province",1901,"0","January",0,2041534,0
"Punjab",1901,"1","January",0,4031494,0
"Jammu And Kashmir",1901,"1","January",0,2905578,0
"Central Province",1901,"0","January",0,9089099,0
"Berar",1901,"0","January",0,2754016,0
"Burma",1901,"0","January",0,10490624,0
"Madras Presidency",1901,"0","January",166,36258955,4.5781793766533
"Bombay Presidency",1901,"0","January",2587,15319405,168.870788388975
"Bombay Presidency",1901,"1","January",420,6439192,65.2255748857931
"Baluchistan Agency",1901,NA,"January",0,810746,0
"Ajmer Merwara",1901,"0","January",0,426127,0
"Rajputana Agency",1901,"1","January",1,10143066,0.0985895191848303
"Central India Agency",1901,"1","January",0,5444480,0
"Coorg",1901,"0","January",0,180607,0
"Mysore",1901,"1","January",1146,5539399,206.881649074205
"Bangalore Civil And Military Station",1901,"1","January",378,89599,4218.79708478889
"Hyderabad",1901,"1","January",25,11141142,2.24393513699044
"Calcutta City",1901,"0","January",204,921380,221.407019904925
"Bombay City",1901,"0","January",1606,776006,2069.5716270235
"Madras City",1901,"0","January",1,509346,1.96330195976802
"Bengal",1902,"0","January",2950,42895811.5558086,68.771283092802
"Assam",1902,"0","January",0,5792953.04747847,0
"United Province Of Agra And Oudh",1902,"0","January",3847,47342750.5700718,81.2584810488793
"Punjab",1902,"0","January",12009,19952243.1393732,601.887212185269
"North West Frontier Province",1902,"0","January",0,2059853.53531579,0
"Punjab",1902,"1","January",1430,4022440.41585646,355.505576754584
"Jammu And Kashmir",1902,"1","January",1328,2937161.29520574,452.137239506616
"Central Province",1902,"0","January",4,9182661.05362679,0.435603576854245
"Berar",1902,"0","January",0,2773361.96286603,0
"Burma",1902,"0","January",0,10692845.6170893,0
"Madras Presidency",1902,"0","January",2417,36575030.5057895,66.0833351763688
"Bombay Presidency",1902,"0","January",16753,15367029.0474737,1090.19121056156
"Bombay Presidency",1902,"1","January",3777,6432995.77444019,587.129252440506
"Baluchistan Agency",1902,NA,"January",0,815584.134303571,0
"Ajmer Merwara",1902,"0","January",0,426033.521368421,0
"Rajputana Agency",1902,"1","January",2,10123250.0604833,0.19756501005612
"Central India Agency",1902,"1","January",0,5318807.24989474,0
"Coorg",1902,"0","January",0,180682.580995215,0
"Mysore",1902,"1","January",2541,5581873.31060287,455.223517017723
"Bangalore Civil And Military Station",1902,"1","January",473,89748.3465454546,5270.29208009354
"Hyderabad",1902,"1","January",418,11325764.5602297,36.9070006512234
"Calcutta City",1902,"0","January",225,934279.598148325,240.827264606798
"Bombay City",1902,"0","January",1297,785537.406449761,1651.0989665811
"Madras City",1902,"0","January",0,483229.062435407,0
"Bengal",1903,"0","January",9763,43511028.3622584,224.379895568464
"Assam",1903,"0","January",0,5866502.91035407,0
"United Province Of Agra And Oudh",1903,"0","January",10214,47359027.9921531,215.671656134758
"Punjab",1903,"0","January",8906,19936138.2391962,446.726436842719
"North West Frontier Province",1903,"0","January",0,2077994.26147368,0
"Punjab",1903,"1","January",898,4007154.06369378,224.099195021273
"Jammu And Kashmir",1903,"1","January",0,2967494.09217225,0
"Central Province And Berar",1903,"0","January",4310,12116427.3552919,355.715416237575
"Burma",1903,"0","January",0,10878404.4988571,0
"Madras Presidency",1903,"0","January",3089,36901582.8736842,83.7091463142323
"Madras Presidency",1903,"1","January",NA,430333.693090909,NA
"Bombay Presidency",1903,"0","January",38310,15438585.1882105,2481.44499855175
"Bombay Presidency",1903,"1","January",7146,6451369.62920574,1107.67176750339
"Baluchistan Agency",1903,NA,"January",0,820274.242285714,0
"Ajmer Merwara",1903,"0","January",0,427140.613052632,0
"Rajputana Agency",1903,"1","January",10,10150347.4164976,0.985187953640559
"Central India Agency",1903,"1","January",239,5270664.87284211,45.3453227943752
"Coorg",1903,"0","January",0,180590.205856459,0
"Mysore",1903,"1","January",3428,5620136.79008612,609.949566716413
"Bangalore Civil And Military Station",1903,"1","January",260,90184.7723636364,2882.9700756093
"Hyderabad",1903,"1","January",2433,11555708.10289,210.545297470046
"Calcutta City",1903,"0","January",245,946036.570449761,258.975189387788
"Bombay City",1903,"0","January",1693,798411.729492823,2120.45982976158
"Madras City",1903,"0","January",1,450833.411062201,2.21811422015932
"Bengal",1904,"0","January",8385,44009722.4207081,190.526082392525
"Assam",1904,"0","January",0,5945942.93722966,0
"United Province Of Agra And Oudh",1904,"0","January",18710,47359503.8742345,395.063260157567
"Punjab",1904,"0","January",12340,19900188.1110191,620.094640872621
"North West Frontier Province",1904,"0","January",0,2095791.59563158,0
"Punjab",1904,"1","January",1039,3987112.6635311,260.589576387799
"Jammu And Kashmir",1904,"1","January",94,2996517.95313876,31.3697436391255
"Central Province And Berar",1904,"0","January",9025,12313048.4245407,732.962276182768
"Central Province And Berar",1904,"1","January",26,1127868.04416268,23.0523421020428
"Lower Burma",1904,"0","January",0,5847927.114625,0
"Upper Burma",1904,"0","January",0,5202308.53,0
"Madras Presidency",1904,"0","January",3763,37232261.6215789,101.068262740694
"Madras Presidency",1904,"1","January",0,434269.630545455,0
"Bombay Presidency",1904,"0","January",23710,15527940.7249474,1526.92494259121
"Bombay Presidency",1904,"1","January",5787,6489515.42797129,891.746088630395
"Baluchistan Agency",1904,NA,"January",0,824668.297625,0
"Ajmer Merwara",1904,"0","January",0,429198.392736842,0
"Rajputana Agency",1904,"1","January",1017,10214090.960512,99.5683320162073
"Central India Agency",1904,"1","January",3685,5287037.69978947,696.987653435257
"Coorg",1904,"0","January",3,180339.634717703,16.6352782331853
"Mysore",1904,"1","January",2263,5654452.25756938,400.215599481031
"Bangalore Civil And Military Station",1904,"1","January",493,90881.8021818182,5424.62834323756
"Hyderabad",1904,"1","January",3994,11817204.8295502,337.981786523034
"Calcutta City",1904,"0","January",65,956769.126751196,67.936974744068
"Bombay City",1904,"0","January",952,814276.416535885,1169.13615655237
"Madras City",1904,"0","January",2,414267.591688995,4.82779739502642
"Bengal",1905,"0","January",20903,44406811.7325168,470.716072252803
"Eastern Bengal And Assam",1905,"0","January",0,6067514.6,0
"United Province Of Agra And Oudh",1905,"0","January",63929,47342818.8243062,1350.34207061575
"Punjab",1905,"0","January",29643,19850180.5663923,1493.33654174348
"North West Frontier Province",1905,"0","January",0,2113080.95494737,0
"Central Province And Berar",1905,"0","January",2040,12534649.6945837,162.748864125138
"Lower Burma",1905,"0","January",1,5902116.16228571,0.169430755428021
"Upper Burma",1905,"0","January",0,5309157.89142857,0
"Madras Presidency",1905,"0","January",1700,37560716.2673684,45.2600527609456
"Bombay Presidency",1905,"0","January",11069,15628962.9604211,708.236370386904
"Ajmer Merwara",1905,"0","January",33,431956.978105263,76.3964970417917
"Coorg",1905,"0","January",0,179940.627712919,0
"Punjab",1905,"1","January",5021,3963793.93538756,1266.71569759821
"Jammu And Kashmir",1905,"1","January",69,3024174.4403445,22.8161441613599
"Central Province And Berar",1905,"1","January",0,1164087.41033493,0
"Madras Presidency",1905,"1","January",0,438535.930181818,0
"Bombay Presidency",1905,"1","January",3091,6542635.03441148,472.439618554704
"Baluchistan Agency",1905,NA,"January",0,828618.274,0
"United Province Of Agra And Oudh",1905,"1","January",0,895864.74369378,0
"Rajputana Agency",1905,"1","January",2548,10304213.5849952,247.277483039594
"Central India Agency",1905,"1","January",383,5354910.56168421,71.5231366776628
"Mysore",1905,"1","January",963,5685082.53217225,169.390680706977
"Bangalore Civil And Military Station",1905,"1","January",232,91812.9607272727,2526.87635996347
"Hyderabad",1905,"1","January",2658,12096486.9417799,219.733217817114
"Calcutta City",1905,"0","January",221,966595.476899522,228.637527571395
"Bombay City",1905,"0","January",1069,832778.914985646,1283.65401760733
"Madras City",1905,"0","January",0,375640.150124402,0
"Bengal",1906,"0","January",5434,44717214.2990431,121.519197588216
"Eastern Bengal And Assam",1906,"0","January",0,6152809,0
"United Province Of Agra And Oudh",1906,"0","January",5681,47307613.4503589,120.086379034132
"Punjab",1906,"0","January",2093,19791903.416866,105.750313949916
"North West Frontier Province",1906,"0","January",0,2129697.75657895,0
"Central Province And Berar",1906,"0","January",1264,12769983.8702153,98.9821140610954
"Lower Burma",1906,"0","January",204,5952737.61830357,34.2699465490865
"Upper Burma",1906,"0","January",329,5411717.10714286,60.7940129697018
"Madras Presidency",1906,"0","January",207,37880596.3289474,5.46453910604928
"Bombay Presidency",1906,"0","January",2205,15735519.1973684,140.128836700143
"Ajmer Merwara",1906,"0","January",0,435166.486842105,0
"Coorg",1906,"0","January",0,179402.944976077,0
"Punjab",1906,"1","January",321,3938675.5992823,81.4994766409532
"Jammu And Kashmir",1906,"1","January",107,3050405.11602871,35.0773080722151
"Central Province And Berar",1906,"1","January",0,1202265.73086124,0
"Madras Presidency",1906,"1","January",0,443019.818181818,0
"Bombay Presidency",1906,"1","January",1005,6605930.31220096,152.13602816
"Baluchistan Agency",1906,NA,"January",0,831976.145089286,0
"United Province Of Agra And Oudh",1906,"1","January",0,896639.299641148,0
"Rajputana Agency",1906,"1","January",34,10410448.1824163,3.26594968864333
"Central India Agency",1906,"1","January",112,5461268.28947368,20.5080567486264
"Mysore",1906,"1","January",243,5712290.43301435,42.5398538203825
"Bangalore Civil And Military Station",1906,"1","January",186,92951.7727272727,2001.03768376465
"Hyderabad",1906,"1","January",187,12379786.6411483,15.105268404097
"Calcutta City",1906,"0","January",118,975633.830741627,120.947015449744
"Bombay City",1906,"0","January",144,853566.672248804,168.703868932251
"Madras City",1906,"0","January",16,337059.632177034,47.4693451026978
"Lower Burma",1907,"0","January",453,6000872.82485714,75.4890185513612
"Upper Burma",1907,"0","January",1275,5511839.83428571,231.320219442703
"Eastern Bengal And Assam",1907,"0","January",0,6238103.4,0
"Bengal",1907,"0","January",5501,44955848.1216459,122.364502725315
"United Province Of Agra And Oudh",1907,"0","January",21209,47252528.3603828,448.843707118579
"Punjab",1907,"0","January",17633,19731144.4739904,893.663316045545
"North West Frontier Province",1907,"0","January",0,2145477.41768421,0
"Ajmer Merwara",1907,"0","January",0,438577.036631579,0
"Central Province And Berar",1907,"0","January",5383,13007803.6562297,413.828509582551
"Bombay Presidency",1907,"0","January",5782,15841476.7385263,364.99122496189
"Coorg",1907,"0","January",0,178736.346641148,0
"Madras Presidency",1907,"0","January",84,38185551.3242105,2.19978492091961
"Eastern Bengal And Assam",1907,"1","January",0,656579.2,0
"United Province Of Agra And Oudh",1907,"1","January",0,897027.671617225,0
"Punjab",1907,"1","January",1827,3913235.37523445,466.87710418915
"Jammu And Kashmir",1907,"1","January",151,3075151.54243062,49.1032711450209
"Baluchistan Agency",1907,NA,"January",0,834593.884571429,0
"Rajputana Agency",1907,"1","January",191,10522527.645244,18.1515322591078
"Central India Agency",1907,"1","January",1628,5593095.71410526,291.073152189107
"Central Province And Berar",1907,"1","January",40,1240690.67291866,32.2401069606674
"Bombay Presidency",1907,"1","January",3467,6674603.12501435,519.431632872186
"Hyderabad",1907,"1","January",123,12653336.1292249,9.72075654545459
"Mysore",1907,"1","January",413,5736338.77921531,71.9971424101447
"Bangalore Civil And Military Station",1907,"1","January",97,94271.7629090909,1028.94013018023
"Madras Presidency",1907,"1","January",0,447608.520727273,0
"Calcutta City",1907,"0","January",75,984002.398124402,76.2193264396071
"Bombay City",1907,"0","January",171,876287.135732057,195.141515865282
"Madras City",1907,"0","January",0,300634.583655502,0
"Bengal",1908,"0","January",1587,45137631.2016842,35.159133471337
"Eastern Bengal And Assam",1908,"0","January",0,6323397.8,0
"United Province Of Agra And Oudh",1908,"0","January",2743,47176204.1623684,58.1437198838486
"Punjab",1908,"0","January",1173,19673691.5493158,59.6227706965749
"North West Frontier Province",1908,"0","January",1,2160255.35542105,0.462908237903705
"Central Province And Berar",1908,"0","January",629,13236861.7574211,47.5188161308218
"Madras Presidency",1908,"0","January",464,38469230.7710526,12.0615876818923
"Coorg",1908,"0","January",2,177950.592842105,11.2390746670599
"Bombay Presidency",1908,"0","January",2245,15940702.8866316,140.834442242991
"Lower Burma",1908,"0","January",717,6047603.124125,118.559367287141
"Upper Burma",1908,"0","January",269,5611379.73,47.9382991248749
"Ajmer Merwara",1908,"0","January",12,441938.745157895,27.1530842938712
"Bengal",1908,"1","January",0,1497268.15705263,0
"Eastern Bengal And Assam",1908,"1","January",0,670275.9,0
"United Province Of Agra And Oudh",1908,"1","January",0,896746.643631579,0
"Punjab",1908,"1","January",217,3888950.98326316,55.7991090486614
"Central Province And Berar",1908,"1","January",0,1277649.90368421,0
"Madras Presidency",1908,"1","January",2,452189.264,4.4229267681154
"Bombay Presidency",1908,"1","January",1581,6743855.33652632,234.435633789018
"Baluchistan Agency",1908,NA,"January",0,836323.466125,0
"Bangalore Civil And Military Station",1908,"1","January",164,95746.456,1712.8571317564
"Rajputana Agency",1908,"1","January",668,10630184.8659474,62.8399231456325
"Central India Agency",1908,"1","January",65,5737377.66652632,11.3292175934714
"Hyderabad",1908,"1","January",205,12903367.6075789,15.8873254048495
"Mysore",1908,"1","January",1461,5757490.38989474,253.756394029641
"Jammu And Kashmir",1908,"1","January",0,3098355.28178947,0
"Calcutta City",1908,"0","January",65,991819.388894737,65.5361255565236
"Bombay City",1908,"0","January",80,900587.752842105,88.8308771105684
"Madras City",1908,"0","January",0,268473.550368421,0
"Bengal",1909,"0","January",911,45277481.5405167,20.1203770396282
"Eastern Bengal And Assam",1909,"0","January",0,6408692.2,0
"United Province Of Agra And Oudh",1909,"0","January",1336,47077281.4643062,28.3788689245565
"Punjab",1909,"0","January",1791,19625332.4543923,91.259600527132
"North West Frontier Province",1909,"0","January",0,2173866.98694737,0
"Central Province And Berar",1909,"0","January",379,13445910.8785837,28.1870081857869
"Madras Presidency",1909,"0","January",185,38725284.1873684,4.77724060344906
"Coorg",1909,"0","January",0,177055.443712919,0
"Bombay Presidency",1909,"0","January",1793,16027064.9444211,111.873259777619
"Lower Burma",1909,"0","January",316,6094009.85828571,51.8541990164901
"Upper Burma",1909,"0","January",1160,5712190.45142857,203.074461515879
"Ajmer Merwara",1909,"0","January",0,445001.730105263,0
"Eastern Bengal And Assam",1909,"1","January",0,683972.6,0
"United Province Of Agra And Oudh",1909,"1","January",0,895512.99969378,0
"Punjab",1909,"1","January",701,3867300.14338756,181.263407030508
"Jammu And Kashmir",1909,"1","January",0,3119957.8963445,0
"Baluchistan Agency",1909,NA,"January",0,837016.863428571,0
"Rajputana Agency",1909,"1","January",679,10723152.7369952,63.3209296420287
"Central India Agency",1909,"1","January",75,5881098.97768421,12.7527185453921
"Central Province And Berar",1909,"1","January",0,1311431.09033493,0
"Bombay Presidency",1909,"1","January",768,6808888.81041148,112.793734981492
"Hyderabad",1909,"1","January",142,13116113.2777799,10.826377982002
"Mysore",1909,"1","January",276,5776008.08417225,47.783866639022
"Bangalore Civil And Military Station",1909,"1","January",38,97349.3767272727,390.346618309208
"Madras Presidency",1909,"1","January",0,456649.274181818,0
"Calcutta City",1909,"0","January",61,999203.012899522,61.048654990529
"Bombay City",1909,"0","January",65,926115.970985646,70.1855945004618
"Madras City",1909,"0","January",0,242685.078124402,0
"Bengal",1910,"0","January",6406,45390317.1395024,141.131421935472
"Eastern Bengal And Assam",1910,"0","January",1,6493986.6,0.153988614636193
"United Province Of Agra And Oudh",1910,"0","January",27125,46954400.8741866,577.688129227352
"Punjab",1910,"0","January",6724,19591855.0007703,343.203846687087
"North West Frontier Province",1910,"0","January",0,2186147.72942105,0
"Central Province And Berar",1910,"0","January",5901,13623703.724512,433.14212635018
"Madras Presidency",1910,"0","January",242,38947361.0910526,6.21351468291378
"Coorg",1910,"0","January",0,176060.65938756,0
"Bombay Presidency",1910,"0","January",2326,16094430.2146316,144.522047005144
"Lower Burma",1910,"0","January",248,6141174.36951786,40.3831555786732
"Upper Burma",1910,"0","January",619,5816125.65571429,106.428237050181
"Ajmer Merwara",1910,"0","January",1499,447516.109157895,3349.60009109106
"Eastern Bengal And Assam",1910,"1","January",0,697669.3,0
"United Province Of Agra And Oudh",1910,"1","January",0,893043.523813397,0
"Punjab",1910,"1","January",2287,3849760.57562679,594.062917699147
"Jammu And Kashmir",1910,"1","January",25,3139900.94833493,7.96203460279769
"Baluchistan Agency",1910,NA,"January",0,836526.050160714,0
"Rajputana Agency",1910,"1","January",1582,10791164.1508565,146.601421114925
"Central India Agency",1910,"1","January",300,6011244.47852632,49.9064712925378
"Central Province And Berar",1910,"1","January",0,1340321.90004785,0
"Bombay Presidency",1910,"1","January",1000,6864905.4103445,145.668430987138
"Hyderabad",1910,"1","January",51,13277805.3413971,3.84099621049526
"Mysore",1910,"1","January",253,5792154.68116746,43.6797727143926
"Bangalore Civil And Military Station",1910,"1","January",43,99054.0498181818,434.106430569254
"Madras Presidency",1910,"1","January",0,460875.777454545,0
"Calcutta City",1910,"0","January",35,1006271.47998565,34.7818662221244
"Bombay City",1910,"0","January",85,952519.237569378,89.2370428306535
"Madras City",1910,"0","January",0,225377.712732057,0
"Bengal",1911,"0","January",13017,45491056,286.144159854192
"Eastern Bengal And Assam",1911,"0","January",4,6579281,0.607969168667518
"United Province Of Agra And Oudh",1911,"0","January",46234,46806203,987.775060497858
"Punjab",1911,"0","January",7971,19579047,407.118896032069
"North West Frontier Province",1911,"0","January",19,2196933,8.64842032051046
"Central Province And Berar",1911,"0","January",5507,13758993,400.247314610888
"Madras Presidency",1911,"0","January",1559,39129111,39.8424589814985
"Coorg",1911,"0","January",1,174976,5.71506949524506
"Bombay Presidency",1911,"0","January",5536,16136666,343.069627889677
"Lower Burma",1911,"0","January",359,6190178,57.9951012717243
"Upper Burma",1911,"0","January",744,5925039,125.568793724396
"Ajmer Merwara",1911,"0","January",2,449232,4.45204259714357
"Eastern Bengal And Assam",1911,"1","January",0,711366,0
"United Province Of Agra And Oudh",1911,"1","January",604,889055,679.373042162746
"Punjab",1911,"1","January",1180,3837810,307.467018950912
"Jammu And Kashmir",1911,"1","January",43,3158126,13.6156695458003
"Baluchistan Agency",1911,NA,"January",0,834703,0
"Rajputana Agency",1911,"1","January",2647,10823952,244.550234516931
"Central India Agency",1911,"1","January",2842,6114799,464.774066980779
"Central Province And Berar",1911,"1","January",0,1362610,0
"Bombay Presidency",1911,"1","January",1358,6907107,196.60908684345
"Hyderabad",1911,"1","January",1032,13374676,77.1607476697006
"Mysore",1911,"1","January",1317,5806193,226.826769278941
"Bangalore Civil And Military Station",1911,"1","January",57,100834,565.28551877343
"Madras Presidency",1911,"1","January",0,464756,0
"Calcutta City",1911,"0","January",47,1013143,46.3902923871556
"Bombay City",1911,"0","January",110,979445,112.308501243051
"Madras City",1911,"0","January",1,218660,4.57331016189518
"Delhi",1912,"0","January",14,417418.896526316,33.5394494990654
"Bengal",1912,"0","January",58,45592204.7410813,1.27214729643769
"Bihar And Orissa",1912,"0","January",8176,34455743.5765714,237.289901517591
"Assam",1912,"0","January",0,6668544.22529665,0
"United Province Of Agra And Oudh",1912,"0","January",17850,46633070.4003445,382.775567783933
"Punjab",1912,"0","January",982,19591520.6361914,50.1237253725957
"North West Frontier Province",1912,"0","January",0,2206123.22931579,0
"Central Province And Berar",1912,"0","January",4867,13843973.5774067,351.560913691927
"Madras Presidency",1912,"0","January",2281,39266978.4247895,58.0895218196873
"Coorg",1912,"0","January",8,173813.730177033,46.0262833773364
"Bombay Presidency",1912,"0","January",8661,16149824.2364737,536.290666274838
"Lower Burma",1912,"0","January",302,6241924.02276786,48.3825177779213
"Upper Burma",1912,"0","January",189,6040059.36671429,31.2910831707294
"Ajmer Merwara",1912,"0","January",0,449978.862368421,0
"Bengal",1912,"1","January",0,1565523.54397129,0
"Bihar And Orissa",1912,"1","January",0,3935653.41494643,0
"Assam",1912,"1","January",0,487199.510553571,0
"United Province Of Agra And Oudh",1912,"1","January",34,883377.364655502,38.4886475025985
"Punjab",1912,"1","January",223,3832581.969311,58.1853178315948
"Jammu And Kashmir",1912,"1","January",9,3174662.10138756,2.83494737788514
"Baluchistan Agency",1912,NA,"January",0,831488.677946429,0
"Rajputana Agency",1912,"1","January",197,10814437.5231196,18.2163889318186
"Central India Agency",1912,"1","January",1632,6181933.81789474,263.995061751693
"Central Province And Berar",1912,"1","January",184,1377100.35462679,133.614082213976
"Bombay Presidency",1912,"1","January",569,6932129.11571292,82.0815640479429
"Burma",1912,"1","January",1,12281983.3894821,0.0814200742899855
"Hyderabad",1912,"1","January",7286,13397679.9355024,543.825500763971
"Mysore",1912,"1","January",1547,5818476.31069378,265.877167387752
"Bangalore Civil And Military Station",1912,"1","January",105,102664.742818182,1022.7464377518
"Madras Presidency",1912,"1","January",23,468192.635454545,49.125078564447
"Calcutta City",1912,"0","January",57,1019885.05051196,55.8886513449601
"Bombay City",1912,"0","January",33,1006516.74135885,32.7863399027504
"Madras City",1912,"0","January",0,223969.602889952,0
"Delhi",1913,"0","January",21,422264.911157895,49.7318139516158
"Bengal",1913,"0","January",23,45696624.4526699,0.503319452486521
"Bihar And Orissa",1913,"0","January",2913,34390351.6411429,84.7039899561548
"Assam",1913,"0","January",0,6755944.77232536,0
"United Province Of Agra And Oudh",1913,"0","January",7963,46442353.4362488,171.459872526287
"Punjab",1913,"0","January",550,19629185.5836938,28.0195017595071
"North West Frontier Province",1913,"0","January",0,2213878.90189474,0
"Central Province And Berar",1913,"0","January",97,13884608.9993493,6.98615279728409
"Madras Presidency",1913,"0","January",695,39368587.8467368,17.6536685213515
"Coorg",1913,"0","January",0,172596.132516746,0
"Bombay Presidency",1913,"0","January",1350,16138695.3928421,83.6498841535083
"Lower Burma",1913,"0","January",366,6296603.43428571,58.1265763073293
"Upper Burma",1913,"0","January",1,6159416.53942857,0.162353040032063
"Ajmer Merwara",1913,"0","January",0,449903.524210526,0
"Bengal",1913,"1","January",0,1577134.50564593,0
"Bihar And Orissa",1913,"1","January",0,3924562.23314286,0
"Assam",1913,"1","January",0,492112.793714286,0
"United Province Of Agra And Oudh",1913,"1","January",84,876293.163751196,95.8583308357863
"Punjab",1913,"1","January",123,3833833.36750239,32.0827715264345
"Jammu And Kashmir",1913,"1","January",1,3189888.2537799,0.313490605451472
"Baluchistan Agency",1913,NA,"January",0,827180.014285714,0
"Rajputana Agency",1913,"1","January",382,10768295.3438086,35.4745099204246
"Central India Agency",1913,"1","January",8,6215565.98736842,1.28709115408926
"Central Province And Berar",1913,"1","January",0,1384667.11739713,0
"Bombay Presidency",1913,"1","January",419,6942341.98445933,60.3542725117757
"Burma",1913,"1","January",0,12456019.9737143,0
"Hyderabad",1913,"1","January",409,13356661.7511962,30.6214237972576
"Mysore",1913,"1","January",546,5829719.68688995,93.6580194803982
"Bangalore Civil And Military Station",1913,"1","January",72,104529.757090909,688.799075055555
"Madras Presidency",1913,"1","January",0,471150.247272727,0
"Calcutta City",1913,"0","January",21,1026362.17998086,20.4606136211991
"Bombay City",1913,"0","January",41,1033262.08742584,39.6801552083877
"Madras City",1913,"0","January",0,240060.652976077,0
"Delhi",1914,"0","January",4,428045.099894737,9.34480969641672
"Bengal",1914,"0","January",5,45804764.8424019,0.109158949231663
"Bihar And Orissa",1914,"0","January",9228,34298949.596,269.046140149907
"Assam",1914,"0","January",1,6842079.00999522,0.146154406948408
"United Province Of Agra And Oudh",1914,"0","January",16719,46243144.4193493,361.545483334484
"Punjab",1914,"0","January",1440,19690775.8894163,73.1306886070443
"North West Frontier Province",1914,"0","January",22,2220425.51573684,9.90801080427117
"Central Province And Berar",1914,"0","January",1,13890304.9760096,0.0719926597527652
"Madras Presidency",1914,"0","January",1733,39444358.7398421,43.9353067299209
"Coorg",1914,"0","January",0,171347.994110048,0
"Bombay Presidency",1914,"0","January",3139,16110254.5711053,194.84484159735
"Lower Burma",1914,"0","January",627,6354229.161875,98.67443934222
"Upper Burma",1914,"0","January",650,6280615.527,103.49304096162
"Ajmer Merwara",1914,"0","January",0,449232.155526316,0
"Bengal",1914,"1","January",0,1587098.24138756,0
"Bihar And Orissa",1914,"1","January",0,3913918.102125,0
"Assam",1914,"1","January",0,496650.308875,0
"United Province Of Agra And Oudh",1914,"1","January",105,868198.095650718,120.940140880293
"Punjab",1914,"1","January",200,3840976.91130144,52.0700864958425
"Jammu And Kashmir",1914,"1","January",0,3204270.94626794,0
"Baluchistan Agency",1914,NA,"January",0,822162.930625,0
"Rajputana Agency",1914,"1","January",150,10694388.4318852,14.0260474879308
"Central India Agency",1914,"1","January",54,6221799.00842105,8.67916175480956
"Central Province And Berar",1914,"1","January",0,1386701.73903828,0
